"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22042","testLoginPagePositive()","","Fri Feb 14 12:17:19 IST 2025","passed","Fri Feb 14 12:17:41 IST 2025","","com.runner.LoginPageRunner","com.runner.LoginPageRunner","testLoginPagePositive"
